1;2;3;4;3;5;1
1;3;1;2;4;5;1
1;2;3;3;4;1
3;3;8;1;2;3;2
2;4;4;P;1;3;2
4;2;3;2;1;2;2
7;1;2;1;2;2;4
1;1;1;1;P;2;1
1;1;4;2;3;0;3
